year,quarter,week_ending,hscp,simd_quintile,admission_type,number_admissions,average20182019,percent_variation
2020,1,2020-03-08,S37000027,4,Emergency,38,42.5,-10.6
2020,1,2020-03-08,S37000027,5,Emergency,65,53.5,21.5
2020,1,2020-03-08,S37000028,1,Emergency,198,202,-2
2020,1,2020-03-08,S37000028,2,Emergency,204,212.5,-4
2020,1,2020-03-08,S37000028,3,Emergency,184,166,10.8
2020,1,2020-03-08,S37000028,4,Emergency,112,129,-13.2
2020,1,2020-03-08,S37000028,5,Emergency,81,102.5,-21
2020,1,2020-03-08,S37000029,1,Emergency,93,82.5,12.7
2020,1,2020-03-08,S37000029,2,Emergency,58,60.5,-4.1
2020,1,2020-03-08,S37000029,3,Emergency,30,30.5,-1.6
2020,1,2020-03-08,S37000029,4,Emergency,9,12,-25
2020,1,2020-03-08,S37000029,5,Emergency,6,6.5,-7.7
2020,1,2020-03-08,S37000030,1,Emergency,78,91.5,-14.8
2020,1,2020-03-08,S37000030,2,Emergency,136,121.5,11.9
2020,1,2020-03-08,S37000030,3,Emergency,80,91,-12.1
2020,1,2020-03-08,S37000030,4,Emergency,66,59.5,10.9
2020,1,2020-03-08,S37000030,5,Emergency,45,53,-15.1
2020,1,2020-03-08,S37000031,2,Emergency,12,15.5,-22.6
2020,1,2020-03-08,S37000031,3,Emergency,54,59.5,-9.2
2020,1,2020-03-08,S37000032,1,Emergency,254,259.5,-2.1
2020,1,2020-03-08,S37000032,2,Emergency,222,235.5,-5.7
2020,1,2020-03-08,S37000032,3,Emergency,181,186.5,-2.9
2020,1,2020-03-08,S37000032,4,Emergency,130,149.5,-13
2020,1,2020-03-08,S37000032,5,Emergency,114,134.5,-15.2
2020,1,2020-03-08,S37000033,1,Emergency,31,25.5,21.6
2020,1,2020-03-08,S37000033,2,Emergency,71,56.5,25.7
2020,1,2020-03-08,S37000033,3,Emergency,81,72.5,11.7
2020,1,2020-03-08,S37000033,4,Emergency,125,129,-3.1
2020,1,2020-03-08,S37000033,5,Emergency,84,62.5,34.4
2020,1,2020-03-08,S37000034,1,Emergency,804,765,5.1
2020,1,2020-03-08,S37000034,2,Emergency,232,204.5,13.4
2020,3,2020-08-30,S37000002,3,Emergency,102,102,0
2020,3,2020-08-30,S37000002,4,Emergency,170,158,7.6
2020,3,2020-08-30,S37000002,5,Emergency,89,97.5,-8.7
2020,3,2020-08-30,S37000003,1,Emergency,20,15.5,29
2020,3,2020-08-30,S37000003,2,Emergency,63,70,-10
2020,3,2020-08-30,S37000003,3,Emergency,62,62,0
2020,3,2020-08-30,S37000003,4,Emergency,47,64.5,-27.1
2020,3,2020-08-30,S37000003,5,Emergency,15,23,-34.8
2020,3,2020-08-30,S37000004,1,Emergency,19,28.5,-33.3
2020,3,2020-08-30,S37000004,2,Emergency,27,37.5,-28
2020,3,2020-08-30,S37000004,3,Emergency,68,71,-4.2
2020,3,2020-08-30,S37000004,4,Emergency,30,42,-28.6
2020,3,2020-08-30,S37000004,5,Emergency,12,14,-14.3
2020,3,2020-08-30,S37000005,1,Emergency,69,88,-21.6
2020,3,2020-08-30,S37000005,2,Emergency,48,87,-44.8
2020,3,2020-08-30,S37000005,3,Emergency,26,63,-58.7
2020,3,2020-08-30,S37000005,4,Emergency,44,86,-48.8
2020,3,2020-08-30,S37000005,5,Emergency,44,62,-29
2020,3,2020-08-30,S37000006,1,Emergency,45,34.5,30.4
2020,3,2020-08-30,S37000006,2,Emergency,77,93.5,-17.6
2020,3,2020-08-30,S37000006,3,Emergency,124,106.5,16.4
2020,3,2020-08-30,S37000006,4,Emergency,54,44.5,21.3
2020,3,2020-08-30,S37000006,5,Emergency,18,25.5,-29.4
2020,3,2020-08-30,S37000007,1,Emergency,154,165.5,-6.9
2020,3,2020-08-30,S37000007,2,Emergency,71,84,-15.5
2020,3,2020-08-30,S37000007,3,Emergency,25,32.5,-23.1
2020,3,2020-08-30,S37000007,4,Emergency,44,40,10
2020,3,2020-08-30,S37000007,5,Emergency,38,47,-19.1
2020,3,2020-08-30,S37000008,1,Emergency,125,125,0
2020,3,2020-08-30,S37000008,2,Emergency,61,92.5,-34.1
2020,3,2020-08-30,S37000008,3,Emergency,40,61,-34.4
2020,1,2020-03-15,S37000007,4,Emergency,26,45.5,-42.9
2020,1,2020-03-15,S37000007,5,Emergency,40,45.5,-12.1
2020,1,2020-03-15,S37000008,1,Emergency,118,128.5,-8.2
2020,1,2020-03-15,S37000008,2,Emergency,88,105.5,-16.6
2020,1,2020-03-15,S37000008,3,Emergency,47,55.5,-15.3
2020,1,2020-03-15,S37000008,4,Emergency,39,46.5,-16.1
2020,1,2020-03-15,S37000008,5,Emergency,19,25,-24
2020,1,2020-03-15,S37000009,1,Emergency,5,9.5,-47.4
2020,1,2020-03-15,S37000009,2,Emergency,52,44.5,16.9
2020,1,2020-03-15,S37000009,3,Emergency,16,17,-5.9
2020,1,2020-03-15,S37000009,4,Emergency,53,33,60.6
2020,1,2020-03-15,S37000009,5,Emergency,79,79,0
2020,1,2020-03-15,S37000010,1,Emergency,10,16,-37.5
2020,1,2020-03-15,S37000010,2,Emergency,60,67.5,-11.1
2020,1,2020-03-15,S37000010,3,Emergency,42,46.5,-9.7
2020,1,2020-03-15,S37000010,4,Emergency,29,34,-14.7
2020,1,2020-03-15,S37000010,5,Emergency,22,23.5,-6.4
2020,1,2020-03-15,S37000011,1,Emergency,15,13,15.4
2020,1,2020-03-15,S37000011,2,Emergency,14,17.5,-20
2020,1,2020-03-15,S37000011,3,Emergency,6,14.5,-58.6
2020,1,2020-03-15,S37000011,4,Emergency,38,33,15.2
2020,1,2020-03-15,S37000011,5,Emergency,54,72.5,-25.5
2020,1,2020-03-15,S37000012,1,Emergency,180,133.5,34.8
2020,1,2020-03-15,S37000012,2,Emergency,172,146,17.8
2020,1,2020-03-15,S37000012,3,Emergency,112,110,1.8
2020,1,2020-03-15,S37000012,4,Emergency,136,120,13.3
2020,1,2020-03-15,S37000012,5,Emergency,274,249,10
2020,1,2020-03-15,S37000013,1,Emergency,56,148.5,-62.3
2020,1,2020-03-15,S37000013,2,Emergency,96,172,-44.2
2020,1,2020-03-15,S37000013,3,Emergency,85,156,-45.5
2020,1,2020-03-15,S37000013,4,Emergency,43,95,-54.7
2020,1,2020-03-15,S37000013,5,Emergency,30,85.5,-64.9
2020,1,2020-03-15,S37000016,1,Emergency,59,70.5,-16.3
2020,1,2020-03-15,S37000016,2,Emergency,115,118.5,-3
2020,1,2020-03-15,S37000016,3,Emergency,172,181.5,-5.2
2020,1,2020-03-15,S37000016,4,Emergency,137,143,-4.2
2020,1,2020-03-15,S37000016,5,Emergency,19,51,-62.7
2020,1,2020-03-15,S37000017,1,Emergency,94,104.5,-10
2020,1,2020-03-15,S37000017,2,Emergency,18,24,-25
2020,1,2020-03-15,S37000017,3,Emergency,30,29,3.4
2020,1,2020-03-15,S37000017,4,Emergency,15,25.5,-41.2
2020,1,2020-03-15,S37000017,5,Emergency,14,11,27.3
2020,1,2020-03-15,S37000018,1,Emergency,19,18.5,2.7
2020,1,2020-03-15,S37000018,2,Emergency,66,70,-5.7
2020,1,2020-03-15,S37000018,3,Emergency,45,44.5,1.1
2020,1,2020-03-15,S37000018,4,Emergency,32,26,23.1
2020,1,2020-03-15,S37000018,5,Emergency,15,15.5,-3.2
2020,1,2020-03-15,S37000019,1,Emergency,5,7.5,-33.3
2020,1,2020-03-15,S37000019,2,Emergency,28,29.5,-5.1
2020,1,2020-03-15,S37000019,3,Emergency,70,58,20.7
2020,1,2020-03-15,S37000019,4,Emergency,35,61,-42.6
2020,1,2020-03-15,S37000019,5,Emergency,17,14,21.4
2020,1,2020-03-15,S37000020,1,Emergency,170,200,-15
2020,1,2020-03-15,S37000020,2,Emergency,66,67.5,-2.2
2020,1,2020-03-15,S37000020,3,Emergency,36,54,-33.3
2020,1,2020-03-15,S37000020,4,Emergency,29,38,-23.7
2020,1,2020-03-15,S37000020,5,Emergency,14,34,-58.8
2020,1,2020-03-15,S37000022,4,Emergency,20,25,-20
2020,1,2020-03-15,S37000024,1,Emergency,109,102.5,6.3
2020,1,2020-03-15,S37000024,2,Emergency,90,87,3.4
2020,1,2020-03-15,S37000024,3,Emergency,55,50.5,8.9
2020,1,2020-03-15,S37000024,4,Emergency,37,36,2.8
2020,1,2020-03-15,S37000024,5,Emergency,54,47.5,13.7
2020,1,2020-03-15,S37000025,1,Emergency,13,22,-40.9
2020,1,2020-03-15,S37000025,2,Emergency,37,45,-17.8
2020,1,2020-03-15,S37000025,3,Emergency,70,96.5,-27.5
2020,1,2020-03-15,S37000025,4,Emergency,51,49.5,3
2020,1,2020-03-15,S37000025,5,Emergency,18,18,0
2020,1,2020-03-15,S37000026,2,Emergency,6,4,50
2020,1,2020-03-15,S37000026,3,Emergency,21,21.5,-2.3
2020,1,2020-03-15,S37000026,4,Emergency,19,19.5,-2.6
2020,1,2020-03-15,S37000027,1,Emergency,69,76.5,-9.8
2020,1,2020-03-15,S37000027,2,Emergency,69,102,-32.4
2020,1,2020-03-15,S37000027,3,Emergency,61,75.5,-19.2
2020,1,2020-03-15,S37000027,4,Emergency,38,51.5,-26.2
2020,1,2020-03-15,S37000027,5,Emergency,51,55.5,-8.1
2020,1,2020-03-15,S37000028,1,Emergency,191,189,1.1
2020,1,2020-03-15,S37000028,2,Emergency,151,205.5,-26.5
2020,1,2020-03-15,S37000028,3,Emergency,129,160.5,-19.6
2020,1,2020-03-15,S37000028,4,Emergency,107,124.5,-14.1
2020,1,2020-03-15,S37000028,5,Emergency,62,105,-41
2020,1,2020-03-15,S37000029,1,Emergency,92,87,5.7
2020,1,2020-03-15,S37000029,2,Emergency,63,56,12.5
2020,1,2020-03-15,S37000029,3,Emergency,20,30,-33.3
2020,1,2020-03-15,S37000029,4,Emergency,8,13.5,-40.7
2020,1,2020-03-15,S37000029,5,Emergency,7,6.5,7.7
2020,1,2020-03-15,S37000030,1,Emergency,95,81,17.3
2020,1,2020-03-15,S37000030,2,Emergency,116,145.5,-20.3
2020,1,2020-03-15,S37000030,3,Emergency,85,74.5,14.1
2020,1,2020-03-15,S37000030,4,Emergency,45,66.5,-32.3
2020,1,2020-03-15,S37000030,5,Emergency,51,44,15.9
2020,1,2020-03-15,S37000031,2,Emergency,6,9,-33.3
2020,1,2020-03-15,S37000031,3,Emergency,41,58,-29.3
2020,1,2020-03-15,S37000032,1,Emergency,188,243.5,-22.8
2020,1,2020-03-15,S37000032,2,Emergency,204,222,-8.1
2020,1,2020-03-15,S37000032,3,Emergency,147,176.5,-16.7
2020,1,2020-03-15,S37000032,4,Emergency,122,157.5,-22.5
2020,1,2020-03-15,S37000032,5,Emergency,100,119.5,-16.3
2020,1,2020-03-15,S37000033,1,Emergency,22,26.5,-17
2020,1,2020-03-15,S37000033,2,Emergency,51,54,-5.6
2020,1,2020-03-15,S37000033,3,Emergency,73,80,-8.8
2020,1,2020-03-15,S37000033,4,Emergency,101,102.5,-1.5
2020,1,2020-03-15,S37000033,5,Emergency,82,60.5,35.5
2020,1,2020-03-15,S37000034,1,Emergency,724,740,-2.2
2020,1,2020-03-15,S37000034,2,Emergency,215,224.5,-4.2
2020,1,2020-03-15,S37000034,3,Emergency,116,138.5,-16.2
2020,1,2020-03-15,S37000034,4,Emergency,99,101,-2
2020,1,2020-03-15,S37000034,5,Emergency,89,83,7.2
2020,1,2020-03-15,S37000035,1,Emergency,375,383,-2.1
2020,1,2020-03-15,S37000035,2,Emergency,243,271,-10.3
2020,1,2020-03-15,S37000035,3,Emergency,109,131.5,-17.1
2020,1,2020-03-15,S37000035,4,Emergency,100,104.5,-4.3
2020,1,2020-03-15,S37000035,5,Emergency,50,61,-18
2020,1,2020-03-22,S37000001,1,Emergency,38,64,-40.6
2020,1,2020-03-22,S37000001,2,Emergency,87,108.5,-19.8
2020,1,2020-03-22,S37000001,3,Emergency,49,52.5,-6.7
2020,1,2020-03-22,S37000001,4,Emergency,57,57.5,-0.9
2020,1,2020-03-22,S37000001,5,Emergency,90,117,-23.1
2020,1,2020-03-22,S37000002,1,Emergency,10,15.5,-35.5
2020,1,2020-03-22,S37000002,2,Emergency,37,60.5,-38.8
2020,1,2020-03-22,S37000002,3,Emergency,83,91,-8.8
2020,1,2020-03-22,S37000002,4,Emergency,140,133.5,4.9
2020,1,2020-03-22,S37000002,5,Emergency,79,89.5,-11.7
2020,1,2020-03-22,S37000003,1,Emergency,14,23.5,-40.4
2020,1,2020-03-22,S37000003,2,Emergency,44,60.5,-27.3
2020,1,2020-03-22,S37000003,3,Emergency,48,66.5,-27.8
2020,1,2020-03-22,S37000003,4,Emergency,54,58.5,-7.7
2020,1,2020-03-22,S37000003,5,Emergency,19,23.5,-19.1
2020,1,2020-03-22,S37000004,1,Emergency,15,22,-31.8
2020,1,2020-03-22,S37000004,2,Emergency,20,33.5,-40.3
2020,1,2020-03-22,S37000004,3,Emergency,53,64,-17.2
2020,1,2020-03-22,S37000004,4,Emergency,25,34,-26.5
2020,1,2020-03-22,S37000004,5,Emergency,10,11.5,-13
2020,1,2020-03-22,S37000005,1,Emergency,47,143,-67.1
2020,1,2020-03-22,S37000005,2,Emergency,34,116.5,-70.8
2020,1,2020-03-22,S37000005,3,Emergency,33,91.5,-63.9
2020,1,2020-03-22,S37000005,4,Emergency,30,103.5,-71
2020,1,2020-03-22,S37000005,5,Emergency,37,94,-60.6
2020,1,2020-03-22,S37000006,1,Emergency,29,38.5,-24.7
2020,1,2020-03-22,S37000006,2,Emergency,64,99,-35.4
2020,1,2020-03-22,S37000006,3,Emergency,79,121,-34.7
2020,1,2020-03-22,S37000006,4,Emergency,35,50.5,-30.7
2020,1,2020-03-22,S37000006,5,Emergency,16,26,-38.5
2020,1,2020-03-22,S37000007,1,Emergency,148,162.5,-8.9
2020,1,2020-03-22,S37000007,2,Emergency,68,70,-2.9
2020,1,2020-03-22,S37000007,3,Emergency,24,40,-40
2020,1,2020-03-22,S37000007,4,Emergency,43,51,-15.7
2020,1,2020-03-22,S37000007,5,Emergency,29,44.5,-34.8
2020,1,2020-03-22,S37000008,1,Emergency,82,127.5,-35.7
2020,1,2020-03-22,S37000008,2,Emergency,71,86,-17.4
2020,1,2020-03-22,S37000008,3,Emergency,35,51.5,-32
2020,1,2020-03-22,S37000008,4,Emergency,25,35.5,-29.6
2020,1,2020-03-22,S37000008,5,Emergency,13,26,-50
2020,1,2020-03-22,S37000009,1,Emergency,11,14,-21.4
2020,1,2020-03-22,S37000009,2,Emergency,29,52.5,-44.8
2020,1,2020-03-22,S37000009,3,Emergency,11,11,0
2020,1,2020-03-22,S37000009,4,Emergency,37,43.5,-14.9
2020,1,2020-03-22,S37000009,5,Emergency,75,81.5,-8
2020,1,2020-03-22,S37000010,1,Emergency,9,13.5,-33.3
2020,1,2020-03-22,S37000010,2,Emergency,58,65,-10.8
2020,1,2020-03-22,S37000010,3,Emergency,31,46,-32.6
2020,1,2020-03-22,S37000010,4,Emergency,28,35.5,-21.1
2020,1,2020-03-22,S37000010,5,Emergency,25,25.5,-2
2020,1,2020-03-22,S37000011,1,Emergency,10,17,-41.2
2020,1,2020-03-22,S37000011,2,Emergency,16,19,-15.8
2020,1,2020-03-22,S37000011,3,Emergency,12,13,-7.7
2020,1,2020-03-22,S37000011,4,Emergency,27,32.5,-16.9
2020,1,2020-03-22,S37000011,5,Emergency,44,70,-37.1
2020,1,2020-03-22,S37000012,1,Emergency,123,141,-12.8
2020,1,2020-03-22,S37000012,2,Emergency,116,152,-23.7
2020,1,2020-03-22,S37000012,3,Emergency,88,121,-27.3
2020,1,2020-03-22,S37000012,4,Emergency,114,113,0.9
2020,1,2020-03-22,S37000012,5,Emergency,228,243,-6.2
2020,1,2020-03-22,S37000013,1,Emergency,53,144.5,-63.3
2020,1,2020-03-22,S37000013,2,Emergency,66,185.5,-64.4
2020,1,2020-03-22,S37000013,3,Emergency,54,185.5,-70.9
2020,1,2020-03-22,S37000013,4,Emergency,34,96.5,-64.8
2020,1,2020-03-22,S37000013,5,Emergency,40,78,-48.7
2020,1,2020-03-22,S37000016,1,Emergency,43,75.5,-43
2020,1,2020-03-22,S37000016,2,Emergency,64,111,-42.3
2020,1,2020-03-22,S37000016,3,Emergency,105,172.5,-39.1
2020,1,2020-03-22,S37000016,4,Emergency,81,131.5,-38.4
2020,1,2020-03-22,S37000016,5,Emergency,16,39,-59
2020,1,2020-03-22,S37000017,1,Emergency,57,95,-40
2020,1,2020-03-22,S37000017,2,Emergency,13,24.5,-46.9
2020,1,2020-03-22,S37000017,3,Emergency,21,23.5,-10.6
2020,1,2020-03-22,S37000017,4,Emergency,25,15,66.7
2020,1,2020-03-22,S37000017,5,Emergency,16,18.5,-13.5
2020,1,2020-03-22,S37000018,1,Emergency,15,24.5,-38.8
2020,1,2020-03-22,S37000018,2,Emergency,55,70,-21.4
2020,1,2020-03-22,S37000018,3,Emergency,30,43.5,-31
2020,1,2020-03-22,S37000018,4,Emergency,20,27,-25.9
2020,1,2020-03-22,S37000018,5,Emergency,14,15,-6.7
2020,1,2020-03-22,S37000019,1,Emergency,6,2.5,140
2020,1,2020-03-22,S37000019,2,Emergency,16,31,-48.4
2020,1,2020-03-22,S37000019,3,Emergency,44,54,-18.5
2020,1,2020-03-22,S37000019,4,Emergency,41,65,-36.9
2020,1,2020-03-22,S37000019,5,Emergency,13,12.5,4
2020,1,2020-03-22,S37000020,1,Emergency,134,192,-30.2
2020,1,2020-03-22,S37000020,2,Emergency,35,81.5,-57.1
2020,1,2020-03-22,S37000020,3,Emergency,29,60.5,-52.1
2020,1,2020-03-22,S37000020,4,Emergency,21,45.5,-53.8
2020,1,2020-03-22,S37000020,5,Emergency,14,26.5,-47.2
2020,1,2020-03-22,S37000022,2,Emergency,5,5,0
2020,1,2020-03-22,S37000022,3,Emergency,9,8.5,5.9
2020,1,2020-03-22,S37000022,4,Emergency,10,27.5,-63.6
2020,1,2020-03-22,S37000024,1,Emergency,60,108,-44.4
2020,1,2020-03-22,S37000024,2,Emergency,72,89,-19.1
2020,1,2020-03-22,S37000024,3,Emergency,45,62.5,-28
2020,2,2020-05-10,S37000020,5,Emergency,20,21.5,-7
2020,2,2020-05-10,S37000022,2,Emergency,9,5.5,63.6
2020,2,2020-05-10,S37000022,4,Emergency,26,23,13
2020,2,2020-05-10,S37000024,1,Emergency,77,110,-30
2020,2,2020-05-10,S37000024,2,Emergency,76,91.5,-16.9
2020,2,2020-05-10,S37000024,3,Emergency,50,52.5,-4.8
2020,2,2020-05-10,S37000024,4,Emergency,32,44.5,-28.1
2020,2,2020-05-10,S37000024,5,Emergency,28,41.5,-32.5
2020,2,2020-05-10,S37000025,1,Emergency,12,20,-40
2020,2,2020-05-10,S37000025,2,Emergency,38,50,-24
2020,2,2020-05-10,S37000025,3,Emergency,66,96.5,-31.6
2020,1,2020-03-22,S37000032,3,Emergency,121,168.5,-28.2
2020,1,2020-03-22,S37000032,4,Emergency,111,144,-22.9
2020,1,2020-03-22,S37000032,5,Emergency,70,132.5,-47.2
2020,1,2020-03-22,S37000033,1,Emergency,20,27.5,-27.3
2020,1,2020-03-22,S37000033,2,Emergency,25,54.5,-54.1
2020,1,2020-03-22,S37000033,3,Emergency,61,66.5,-8.3
2020,1,2020-03-22,S37000033,4,Emergency,78,107.5,-27.4
2020,1,2020-03-22,S37000033,5,Emergency,56,59,-5.1
2020,1,2020-03-22,S37000034,1,Emergency,565,785.5,-28.1
2020,1,2020-03-22,S37000034,2,Emergency,147,224,-34.4
2020,1,2020-03-22,S37000034,3,Emergency,91,134.5,-32.3
2020,1,2020-03-22,S37000034,4,Emergency,80,103.5,-22.7
2020,1,2020-03-22,S37000034,5,Emergency,55,74.5,-26.2
2020,1,2020-03-22,S37000035,1,Emergency,218,380,-42.6
2020,1,2020-03-22,S37000035,2,Emergency,186,243.5,-23.6
2020,1,2020-03-22,S37000035,3,Emergency,88,127.5,-31
2020,1,2020-03-22,S37000035,4,Emergency,75,97,-22.7
2020,1,2020-03-22,S37000035,5,Emergency,38,66.5,-42.9
2020,1,2020-03-29,S37000001,1,Emergency,57,56,1.8
2020,1,2020-03-29,S37000001,2,Emergency,74,113.5,-34.8
2020,1,2020-03-29,S37000001,3,Emergency,55,50.5,8.9
2020,1,2020-03-29,S37000001,4,Emergency,40,56.5,-29.2
2020,1,2020-03-29,S37000001,5,Emergency,87,112,-22.3
2020,1,2020-03-29,S37000002,1,Emergency,16,13.5,18.5
2020,1,2020-03-29,S37000002,2,Emergency,40,55,-27.3
2020,1,2020-03-29,S37000002,3,Emergency,80,99.5,-19.6
2020,1,2020-03-29,S37000002,4,Emergency,122,142.5,-14.4
2020,1,2020-03-29,S37000002,5,Emergency,70,92.5,-24.3
2020,1,2020-03-29,S37000003,1,Emergency,9,14.5,-37.9
2020,1,2020-03-29,S37000003,2,Emergency,37,68.5,-46
2020,1,2020-03-29,S37000003,3,Emergency,44,61.5,-28.5
2020,1,2020-03-29,S37000003,4,Emergency,53,62.5,-15.2
2020,1,2020-03-29,S37000003,5,Emergency,13,30,-56.7
2020,1,2020-03-29,S37000004,1,Emergency,6,24,-75
2020,1,2020-03-29,S37000004,2,Emergency,19,34,-44.1
2020,1,2020-03-29,S37000004,3,Emergency,52,74,-29.7
2020,1,2020-03-29,S37000004,4,Emergency,15,30.5,-50.8
2020,1,2020-03-29,S37000005,1,Emergency,41,138,-70.3
2020,1,2020-03-29,S37000005,2,Emergency,47,104.5,-55
2020,1,2020-03-29,S37000005,3,Emergency,24,86.5,-72.3
2020,1,2020-03-29,S37000005,4,Emergency,37,95,-61.1
2020,1,2020-03-29,S37000005,5,Emergency,27,84,-67.9
2020,1,2020-03-29,S37000006,1,Emergency,25,45.5,-45.1
2021,1,2021-03-14,S37000030,2,Planned,30,30,0
2020,1,2020-03-29,S37000006,2,Emergency,55,93.5,-41.2
2020,1,2020-03-29,S37000006,3,Emergency,100,137.5,-27.3
2020,1,2020-03-29,S37000006,4,Emergency,34,47,-27.7
2020,1,2020-03-29,S37000006,5,Emergency,12,25,-52
2020,1,2020-03-29,S37000007,1,Emergency,133,150.5,-11.6
2020,1,2020-03-29,S37000007,2,Emergency,60,71,-15.5
2020,1,2020-03-29,S37000007,3,Emergency,18,39.5,-54.4
2020,1,2020-03-29,S37000007,4,Emergency,34,45.5,-25.3
2020,1,2020-03-29,S37000007,5,Emergency,30,46,-34.8
2020,1,2020-03-29,S37000008,1,Emergency,68,149,-54.4
2020,1,2020-03-29,S37000008,2,Emergency,29,97.5,-70.3
2020,1,2020-03-29,S37000008,3,Emergency,30,55.5,-45.9
2020,1,2020-03-29,S37000008,4,Emergency,26,41,-36.6
2020,1,2020-03-29,S37000008,5,Emergency,11,26,-57.7
2020,1,2020-03-29,S37000009,2,Emergency,20,48,-58.3
2020,1,2020-03-29,S37000009,3,Emergency,13,16,-18.8
2020,1,2020-03-29,S37000009,4,Emergency,27,36.5,-26
2020,1,2020-03-29,S37000009,5,Emergency,44,68.5,-35.8
2020,1,2020-03-29,S37000010,1,Emergency,8,12,-33.3
2020,1,2020-03-29,S37000010,2,Emergency,48,64,-25
2020,1,2020-03-29,S37000010,3,Emergency,25,34.5,-27.5
2020,1,2020-03-29,S37000010,4,Emergency,25,24,4.2
2020,1,2020-03-29,S37000010,5,Emergency,19,25,-24
2020,1,2020-03-29,S37000011,1,Emergency,9,16.5,-45.5
2020,1,2020-03-29,S37000011,2,Emergency,10,22.5,-55.6
2020,1,2020-03-29,S37000011,3,Emergency,14,17,-17.6
2020,1,2020-03-29,S37000011,4,Emergency,19,27,-29.6
2020,1,2020-03-29,S37000011,5,Emergency,49,57,-14
2020,1,2020-03-29,S37000012,1,Emergency,111,148.5,-25.3
2020,1,2020-03-29,S37000012,2,Emergency,100,155,-35.5
2020,1,2020-03-29,S37000012,3,Emergency,63,106.5,-40.8
2020,1,2020-03-29,S37000012,4,Emergency,86,132,-34.8
2020,1,2020-03-29,S37000012,5,Emergency,175,251,-30.3
2020,1,2020-03-29,S37000013,1,Emergency,47,129,-63.6
2020,1,2020-03-29,S37000013,2,Emergency,59,180.5,-67.3
2020,1,2020-03-29,S37000013,3,Emergency,56,161,-65.2
2020,1,2020-03-29,S37000013,4,Emergency,36,88.5,-59.3
2020,1,2020-03-29,S37000013,5,Emergency,34,81.5,-58.3
2020,1,2020-03-29,S37000016,1,Emergency,44,65.5,-32.8
2020,1,2020-03-29,S37000016,2,Emergency,61,110.5,-44.8
2020,1,2020-03-29,S37000016,3,Emergency,91,166.5,-45.3
2020,1,2020-03-29,S37000016,4,Emergency,75,128,-41.4
2020,1,2020-03-29,S37000016,5,Emergency,12,36.5,-67.1
2020,1,2020-03-29,S37000017,1,Emergency,64,91,-29.7
2020,1,2020-03-29,S37000017,2,Emergency,10,23.5,-57.4
2020,1,2020-03-29,S37000017,3,Emergency,21,22.5,-6.7
2020,1,2020-03-29,S37000017,4,Emergency,20,17,17.6
2020,1,2020-03-29,S37000017,5,Emergency,16,19.5,-17.9
2020,1,2020-03-29,S37000018,1,Emergency,15,32.5,-53.8
2020,1,2020-03-29,S37000018,2,Emergency,51,80.5,-36.6
2020,1,2020-03-29,S37000018,3,Emergency,28,36.5,-23.3
2020,1,2020-03-29,S37000018,4,Emergency,14,22.5,-37.8
2020,1,2020-03-29,S37000018,5,Emergency,9,12,-25
2020,1,2020-03-29,S37000019,1,Emergency,6,9,-33.3
2020,1,2020-03-29,S37000019,2,Emergency,27,29.5,-8.5
2020,1,2020-03-29,S37000019,3,Emergency,44,56,-21.4
2020,1,2020-03-29,S37000019,4,Emergency,41,61,-32.8
2020,1,2020-03-29,S37000019,5,Emergency,10,17.5,-42.9
2020,1,2020-03-29,S37000020,1,Emergency,88,198,-55.6
2020,1,2020-03-29,S37000020,2,Emergency,30,61,-50.8
2020,1,2020-03-29,S37000020,3,Emergency,27,56,-51.8
2020,1,2020-03-29,S37000020,4,Emergency,16,40.5,-60.5
2020,1,2020-03-29,S37000020,5,Emergency,13,23,-43.5
2020,1,2020-03-29,S37000022,2,Emergency,5,5.5,-9.1
2020,1,2020-03-29,S37000022,4,Emergency,15,14.5,3.4
2020,1,2020-03-29,S37000024,1,Emergency,56,107,-47.7
2020,1,2020-03-29,S37000024,2,Emergency,49,102.5,-52.2
2020,1,2020-03-29,S37000024,3,Emergency,33,48,-31.2
2020,1,2020-03-29,S37000024,4,Emergency,23,35,-34.3
2020,1,2020-03-29,S37000024,5,Emergency,38,43.5,-12.6
2020,1,2020-03-29,S37000025,1,Emergency,8,19.5,-59
2020,1,2020-03-29,S37000025,2,Emergency,22,58.5,-62.4
2020,1,2020-03-29,S37000025,3,Emergency,67,93,-28
2020,1,2020-03-29,S37000025,4,Emergency,39,53,-26.4
2020,1,2020-03-29,S37000025,5,Emergency,16,8.5,88.2
2020,1,2020-03-29,S37000026,3,Emergency,8,14,-42.9
2020,1,2020-03-29,S37000026,4,Emergency,8,26,-69.2
2020,1,2020-03-29,S37000027,1,Emergency,39,86.5,-54.9
2020,1,2020-03-29,S37000027,2,Emergency,47,110.5,-57.5
2020,1,2020-03-29,S37000027,3,Emergency,37,69,-46.4
2020,1,2020-03-29,S37000027,4,Emergency,32,56,-42.9
2020,1,2020-03-29,S37000027,5,Emergency,32,54,-40.7
2020,1,2020-03-29,S37000028,1,Emergency,109,203.5,-46.4
2020,1,2020-03-29,S37000028,2,Emergency,112,204.5,-45.2
2020,1,2020-03-29,S37000028,3,Emergency,73,151.5,-51.8
2020,1,2020-03-29,S37000028,4,Emergency,53,127,-58.3
2020,1,2020-03-29,S37000028,5,Emergency,48,101,-52.5
2020,1,2020-03-29,S37000029,1,Emergency,62,87.5,-29.1
2020,1,2020-03-29,S37000029,2,Emergency,30,50.5,-40.6
